State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Temparetue,Rainfall,Humidity,Sun hours
West Bengal,BARDHAMAN,2017,Summer     ,Moong(Green Gram),3,4,33.56,263,58.1,10
West Bengal,BARDHAMAN,2017,Summer     ,Rice,163328,592495,33.56,263,58.1,10
West Bengal,BARDHAMAN,2017,Summer     ,Sesamum,11877,11955,33.56,263,58.1,10
West Bengal,BARDHAMAN,2017,Annual ,Sugarcane,1527,69515,29.1,1492,79.99,9.1
West Bengal,BARDHAMAN,2017,Winter     ,Rice,420798,1301195,18.12,42,61,9.42
West Bengal,BARDHAMAN,2018,Autumn     ,Groundnut,51,51,23.41,316,80.23,8.16
West Bengal,BARDHAMAN,2018,Autumn     ,Rice,9356,25163,23.41,316,80.23,8.16
West Bengal,BARDHAMAN,2018,Kharif     ,Horse-gram,11,6,27.96,1099,79.8,8.32
West Bengal,BARDHAMAN,2018,Kharif     ,Jute,11536,244576,27.96,1099,79.8,8.32
West Bengal,BARDHAMAN,2018,Kharif     ,Mesta,277,3651,27.96,1099,79.8,8.32
West Bengal,BARDHAMAN,2018,Kharif     ,Moong(Green Gram),55,31,27.96,1099,79.8,8.32
West Bengal,BARDHAMAN,2018,Kharif     ,Other Kharif pulses,15,8,27.96,1099,79.8,8.32
West Bengal,BARDHAMAN,2018,Kharif     ,Sannhamp,36,181,27.96,1099,79.8,8.32
West Bengal,BARDHAMAN,2018,Kharif     ,Soyabean,6,5,27.96,1099,79.8,8.32
West Bengal,BARDHAMAN,2018,Kharif     ,Sunflower,48,73,27.96,1099,79.8,8.32
West Bengal,BARDHAMAN,2018,Kharif     ,Urad,30,24,27.96,1099,79.8,8.32
West Bengal,BARDHAMAN,2018,Rabi       ,Arhar/Tur,76,95,21.4,186,64,8.9
West Bengal,BARDHAMAN,2018,Rabi       ,Barley,9,9,21.4,186,64,8.9
West Bengal,BARDHAMAN,2018,Rabi       ,Gram,150,179,21.4,186,64,8.9
West Bengal,BARDHAMAN,2018,Rabi       ,Groundnut,1761,3267,21.4,186,64,8.9
West Bengal,BARDHAMAN,2018,Rabi       ,Khesari,124,112,21.4,186,64,8.9
West Bengal,BARDHAMAN,2018,Rabi       ,Maize,293,665,21.4,186,64,8.9
West Bengal,BARDHAMAN,2018,Rabi       ,Masoor,1796,1653,21.4,186,64,8.9
West Bengal,BARDHAMAN,2018,Rabi       ,Moong(Green Gram),5,2,21.4,186,64,8.9
West Bengal,BARDHAMAN,2018,Rabi       ,Other  Rabi pulses,51,28,21.4,186,64,8.9
West Bengal,BARDHAMAN,2018,Rabi       ,Peas & beans (Pulses),343,459,21.4,186,64,8.9
West Bengal,BARDHAMAN,2018,Rabi       ,Potato,57822,1291523,21.4,186,64,8.9
West Bengal,BARDHAMAN,2018,Rabi       ,Rapeseed &Mustard,23213,23517,21.4,186,64,8.9
West Bengal,BARDHAMAN,2018,Rabi       ,Safflower,9,6,21.4,186,64,8.9
West Bengal,BARDHAMAN,2018,Rabi       ,Wheat,1839,4948,21.4,186,64,8.9
West Bengal,BARDHAMAN,2018,Summer     ,Groundnut,697,1111,34.3,216,53,9.4
West Bengal,BARDHAMAN,2018,Summer     ,Maize,270,512,34.3,216,53,9.4
West Bengal,BARDHAMAN,2018,Summer     ,Moong(Green Gram),93,108,34.3,216,53,9.4
West Bengal,BARDHAMAN,2018,Summer     ,Rice,176219,668407,34.3,216,53,9.4
West Bengal,BARDHAMAN,2018,Summer     ,Sesamum,15625,15064,34.3,216,53,9.4
West Bengal,BARDHAMAN,2018,Annual ,Sugarcane,1577,101564,26.41,1322,79.1,8.79
West Bengal,BARDHAMAN,2018,Winter     ,Rice,418616,1323049,17.99,49,61,9.26
West Bengal,BARDHAMAN,2019,Autumn     ,Groundnut,63,66,22.86,389,82.1,8.43
West Bengal,BARDHAMAN,2019,Autumn     ,Rice,13198,44362,22.86,389,82.1,8.43
West Bengal,BARDHAMAN,2019,Kharif     ,Jute,10776,222022,28.41,1342,83.6,8.39
West Bengal,BARDHAMAN,2019,Kharif     ,Mesta,100,1299,28.41,1342,83.6,8.39
West Bengal,BARDHAMAN,2019,Kharif     ,Moong(Green Gram),60,34,28.41,1342,83.6,8.39
West Bengal,BARDHAMAN,2019,Kharif     ,Other Kharif pulses,15,8,28.41,1342,83.6,8.39
West Bengal,BARDHAMAN,2019,Kharif     ,Sannhamp,24,121,28.41,1342,83.6,8.39
West Bengal,BARDHAMAN,2019,Kharif     ,Soyabean,7,5,28.41,1342,83.6,8.39
West Bengal,BARDHAMAN,2019,Kharif     ,Sunflower,78,114,28.41,1342,83.6,8.39
West Bengal,BARDHAMAN,2019,Kharif     ,Urad,35,20,28.41,1342,83.6,8.39
West Bengal,BARDHAMAN,2019,Rabi       ,Arhar/Tur,83,98,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Gram,120,145,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Groundnut,1650,3518,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Horse-gram,3,2,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Khesari,335,308,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Linseed,228,56,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Maize,286,647,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Masoor,1917,1556,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Moong(Green Gram),5,2,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Peas & beans (Pulses),391,397,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Potato,60128,1922143,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Rapeseed &Mustard,22320,22087,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Safflower,10,6,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Urad,110,99,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Rabi       ,Wheat,2687,7723,21.6,156,63,9.2
West Bengal,BARDHAMAN,2019,Summer     ,Groundnut,575,1018,36.4,243,59,10.1
West Bengal,BARDHAMAN,2019,Summer     ,Maize,276,555,36.4,243,59,10.1
West Bengal,BARDHAMAN,2019,Summer     ,Moong(Green Gram),69,82,36.4,243,59,10.1
West Bengal,BARDHAMAN,2019,Summer     ,Rice,150267,490532,36.4,243,59,10.1
West Bengal,BARDHAMAN,2019,Summer     ,Sesamum,17132,15571,36.4,243,59,10.1
West Bengal,BARDHAMAN,2019,Annual ,Sugarcane,1440,113754,26.89,1601,79.1,8.9
West Bengal,BARDHAMAN,2019,Winter     ,Rice,419814,1361138,17.2,43,61.1,9.23
State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Temparetue,Rainfall,Humidity,Sun hours
West Bengal,HOOGHLY,2009,Kharif     ,Urad,69,30,27.5,1299,82,8.3
West Bengal,HOOGHLY,2009,Rabi       ,Khesari,4,5,21.3,205,69,9.1
West Bengal,HOOGHLY,2009,Rabi       ,Masoor,166,93,21.3,205,69,9.1
West Bengal,HOOGHLY,2009,Rabi       ,Moong(Green Gram),75,59,21.3,205,69,9.1
West Bengal,HOOGHLY,2009,Rabi       ,Peas & beans (Pulses),554,414,21.3,205,69,9.1
West Bengal,HOOGHLY,2009,Rabi       ,Rapeseed &Mustard,6538,5189,21.3,205,69,9.1
West Bengal,HOOGHLY,2009,Rabi       ,Urad,25,19,21.3,205,69,9.1
West Bengal,HOOGHLY,2009,Rabi       ,Wheat,342,780,21.3,205,69,9.1
West Bengal,HOOGHLY,2009,Summer     ,Moong(Green Gram),14,5,29.8,243,66,9.5
West Bengal,HOOGHLY,2009,Summer     ,Rice,103421,317238,29.8,243,66,9.5
West Bengal,HOOGHLY,2009,Annual ,Coconut ,1100,16241.5,25.9,1617,79,8.8
West Bengal,HOOGHLY,2009,Annual ,Dry chillies,1098,976,25.9,1617,79,8.8
West Bengal,HOOGHLY,2009,Annual ,Groundnut,9161,12752,25.9,1617,79,8.8
West Bengal,HOOGHLY,2009,Annual ,Potato,87976,1807873,25.9,1617,79,8.8
West Bengal,HOOGHLY,2009,Annual ,Sannhamp,22,88,25.9,1617,79,8.8
West Bengal,HOOGHLY,2009,Annual ,Sesamum,17576,16801,25.9,1617,79,8.8
West Bengal,HOOGHLY,2009,Annual ,Sugarcane,198,10872,25.9,1617,79,8.8
West Bengal,HOOGHLY,2009,Annual ,Turmeric,182,328,25.9,1617,79,8.8
West Bengal,HOOGHLY,2009,Winter     ,Rice,194577,524783,19.3,47,61,9.4
West Bengal,HOOGHLY,2010,Autumn     ,Rice,9368,25275,25.1,345,81,7.8
West Bengal,HOOGHLY,2010,Kharif     ,Dry ginger,83,134,26.8,1362,81,8.1
West Bengal,HOOGHLY,2010,Kharif     ,Jute,31005,603883,26.8,1362,81,8.1
West Bengal,HOOGHLY,2010,Kharif     ,Maize,21,50,26.8,1362,81,8.1
West Bengal,HOOGHLY,2010,Kharif     ,Sunflower,58,70,26.8,1362,81,8.1
West Bengal,HOOGHLY,2010,Kharif     ,Urad,18,4,26.8,1362,81,8.1
West Bengal,HOOGHLY,2010,Rabi       ,Masoor,1034,633,22.1,216,67,9
West Bengal,HOOGHLY,2010,Rabi       ,Moong(Green Gram),75,59,22.1,216,67,9
West Bengal,HOOGHLY,2010,Rabi       ,Peas & beans (Pulses),1284,1626,22.1,216,67,9
West Bengal,HOOGHLY,2010,Rabi       ,Rapeseed &Mustard,3418,2600,22.1,216,67,9
West Bengal,HOOGHLY,2010,Rabi       ,Urad,25,19,22.1,216,67,9
West Bengal,HOOGHLY,2010,Rabi       ,Wheat,331,660,22.1,216,67,9
West Bengal,HOOGHLY,2010,Summer     ,Moong(Green Gram),25,10,28.4,253,68,9.4
West Bengal,HOOGHLY,2010,Summer     ,Rice,107679,289463,28.4,253,68,9.4
West Bengal,HOOGHLY,2010,Annual ,Arecanut,122,360,27.1,1721,78,8.9
West Bengal,HOOGHLY,2010,Annual ,Coconut ,1175,17519,27.1,1721,78,8.9
West Bengal,HOOGHLY,2010,Annual ,Dry chillies,1094,1009,27.1,1721,78,8.9
West Bengal,HOOGHLY,2010,Annual ,Groundnut,8638,13622,27.1,1721,78,8.9
West Bengal,HOOGHLY,2010,Annual ,Potato,92174,2350043,27.1,1721,78,8.9
West Bengal,HOOGHLY,2010,Annual ,Sannhamp,22,88,27.1,1721,78,8.9
West Bengal,HOOGHLY,2010,Annual ,Sesamum,19076,20267,27.1,1721,78,8.9
West Bengal,HOOGHLY,2010,Annual ,Sugarcane,107,8223,27.1,1721,78,8.9
West Bengal,HOOGHLY,2010,Annual ,Turmeric,196,389,27.1,1721,78,8.9
West Bengal,HOOGHLY,2010,Winter     ,Rice,193277,535211,18.1,49,62,9.5
West Bengal,HOOGHLY,2011,Autumn     ,Rice,7103,18090,25.1,269,83,7.9
West Bengal,HOOGHLY,2011,Kharif     ,Dry ginger,83,134,26.9,1390,86,8.1
West Bengal,HOOGHLY,2011,Kharif     ,Jute,31614,585847,26.9,1390,86,8.1
West Bengal,HOOGHLY,2011,Kharif     ,Maize,257,670,26.9,1390,86,8.1
West Bengal,HOOGHLY,2011,Kharif     ,Sunflower,48,57,26.9,1390,86,8.1
West Bengal,HOOGHLY,2011,Rabi       ,Gram,395,295,22.1,234,71,9.2
West Bengal,HOOGHLY,2011,Rabi       ,Horse-gram,1,1,22.1,234,71,9.2
West Bengal,HOOGHLY,2011,Rabi       ,Khesari,170,210,22.1,234,71,9.2
West Bengal,HOOGHLY,2011,Rabi       ,Masoor,549,337,22.1,234,71,9.2
West Bengal,HOOGHLY,2011,Rabi       ,Moong(Green Gram),20,15,22.1,234,71,9.2
West Bengal,HOOGHLY,2011,Rabi       ,Peas & beans (Pulses),622,376,22.1,234,71,9.2
West Bengal,HOOGHLY,2011,Rabi       ,Rapeseed &Mustard,3944,3112,22.1,234,71,9.2
West Bengal,HOOGHLY,2011,Rabi       ,Urad,5,4,22.1,234,71,9.2
West Bengal,HOOGHLY,2011,Rabi       ,Wheat,1238,2661,22.1,234,71,9.2
West Bengal,HOOGHLY,2011,Summer     ,Moong(Green Gram),6,2,30.1,235,67,9.6
West Bengal,HOOGHLY,2011,Summer     ,Rice,96257,298814,30.1,235,67,9.6
West Bengal,HOOGHLY,2011,Annual ,Arecanut,146,423,26.9,1711,78,8.9
West Bengal,HOOGHLY,2011,Annual ,Coconut ,1189,17264300,26.9,1711,78,8.9
West Bengal,HOOGHLY,2011,Annual ,Dry chillies,978,914,26.9,1711,78,8.9
West Bengal,HOOGHLY,2011,Annual ,Groundnut,8640,13599,26.9,1711,78,8.9
West Bengal,HOOGHLY,2011,Annual ,Potato,96680,1065693,26.9,1711,78,8.9
West Bengal,HOOGHLY,2011,Annual ,Sannhamp,22,88,26.9,1711,78,8.9
West Bengal,HOOGHLY,2011,Annual ,Sesamum,22597,23110,26.9,1711,78,8.9
West Bengal,HOOGHLY,2011,Annual ,Sugarcane,30,2261,26.9,1711,78,8.9
West Bengal,HOOGHLY,2011,Annual ,Turmeric,201,380,26.9,1711,78,8.9
West Bengal,HOOGHLY,2011,Winter     ,Rice,195831,529916,20.1,46,63,9.5
West Bengal,HOOGHLY,2012,Autumn     ,Rice,5856,14357,28,341,85,8.4
West Bengal,HOOGHLY,2012,Kharif     ,Dry ginger,81,74,25.9,1429,83,8.1
West Bengal,HOOGHLY,2012,Kharif     ,Garlic,399,4150,25.9,1429,83,8.1
West Bengal,HOOGHLY,2012,Kharif     ,Jute,28657,516911,25.9,1429,83,8.1
West Bengal,HOOGHLY,2012,Kharif     ,Sannhamp,10,38,25.9,1429,83,8.1
West Bengal,HOOGHLY,2012,Kharif     ,Urad,95,29,25.9,1429,83,8.1
West Bengal,HOOGHLY,2012,Rabi       ,Groundnut,490,735,22.9,218,68,9.2
West Bengal,HOOGHLY,2012,Rabi       ,Masoor,16,9,22.9,218,68,9.2
West Bengal,HOOGHLY,2012,Rabi       ,Moong(Green Gram),30,22,22.9,218,68,9.2
West Bengal,HOOGHLY,2012,Rabi       ,Peas & beans (Pulses),215,154,22.9,218,68,9.2
West Bengal,HOOGHLY,2012,Rabi       ,Rapeseed &Mustard,6703,5057,22.9,218,68,9.2
West Bengal,HOOGHLY,2012,Rabi       ,Urad,30,23,22.9,218,68,9.2
West Bengal,HOOGHLY,2012,Rabi       ,Wheat,376,822,22.9,218,68,9.2
West Bengal,HOOGHLY,2012,Summer     ,Groundnut,8813,13325,31.2,266,67,9.7
West Bengal,HOOGHLY,2012,Summer     ,Maize,257,670,31.2,266,67,9.7
West Bengal,HOOGHLY,2012,Summer     ,Moong(Green Gram),8,7,31.2,266,67,9.7
West Bengal,HOOGHLY,2012,Summer     ,Rice,106295,325885,31.2,266,67,9.7
West Bengal,HOOGHLY,2012,Summer     ,Sesamum,26905,27044,31.2,266,67,9.7
West Bengal,HOOGHLY,2012,Annual ,Arecanut,150,227,26.8,1769,83,8.9
West Bengal,HOOGHLY,2012,Annual ,Coconut ,995,11940000,26.8,1769,83,8.9
West Bengal,HOOGHLY,2012,Annual ,Dry chillies,866,1229,26.8,1769,83,8.9
West Bengal,HOOGHLY,2012,Annual ,Potato,94824,2465212,26.8,1769,83,8.9
West Bengal,HOOGHLY,2012,Annual ,Sugarcane,438,46862,26.8,1769,83,8.9
West Bengal,HOOGHLY,2012,Annual ,Turmeric,27,55,26.8,1769,83,8.9
West Bengal,HOOGHLY,2012,Winter     ,Rice,189637,504906,17.9,72,62,9.1
West Bengal,HOOGHLY,2013,Autumn     ,Rice,6346,15523,26.8,381,83,8.3
West Bengal,HOOGHLY,2013,Kharif     ,Dry ginger,81,74,29.4,1364,83,8.6
West Bengal,HOOGHLY,2013,Kharif     ,Jute,24570,444807,29.4,1364,83,8.6
West Bengal,HOOGHLY,2013,Kharif     ,Sannhamp,7,27,29.4,1364,83,8.6
West Bengal,HOOGHLY,2013,Kharif     ,Sunflower,50,84,29.4,1364,83,8.6
West Bengal,HOOGHLY,2013,Kharif     ,Urad,9,3,29.4,1364,83,8.6
West Bengal,HOOGHLY,2013,Rabi       ,Arhar/Tur,1,,21.6,206,69,9
West Bengal,HOOGHLY,2013,Rabi       ,Gram,157,193,21.6,206,69,9
West Bengal,HOOGHLY,2013,Rabi       ,Groundnut,570,855,21.6,206,69,9
West Bengal,HOOGHLY,2013,Rabi       ,Masoor,388,234,21.6,206,69,9
West Bengal,HOOGHLY,2013,Rabi       ,Moong(Green Gram),42,32,21.6,206,69,9
West Bengal,HOOGHLY,2013,Rabi       ,Peas & beans (Pulses),43,33,21.6,206,69,9
West Bengal,HOOGHLY,2013,Rabi       ,Rapeseed &Mustard,12642,10542,21.6,206,69,9
West Bengal,HOOGHLY,2013,Rabi       ,Urad,20,15,21.6,206,69,9
West Bengal,HOOGHLY,2013,Rabi       ,Wheat,1548,3592,21.6,206,69,9
West Bengal,HOOGHLY,2013,Summer     ,Groundnut,13645,24138,29.9,244,67,9.4
West Bengal,HOOGHLY,2013,Summer     ,Maize,250,503,29.9,244,67,9.4
West Bengal,HOOGHLY,2013,Summer     ,Moong(Green Gram),4,3,29.9,244,67,9.4
West Bengal,HOOGHLY,2013,Summer     ,Rice,106430,304575,29.9,244,67,9.4
West Bengal,HOOGHLY,2013,Summer     ,Sesamum,30830,21268,29.9,244,67,9.4
West Bengal,HOOGHLY,2013,Annual ,Arecanut,150,227,26.2,1701,79.8,8.9
West Bengal,HOOGHLY,2013,Annual ,Coconut ,997,11940,26.2,1701,79.8,8.9
West Bengal,HOOGHLY,2013,Annual ,Dry chillies,866,1229,26.2,1701,79.8,8.9
West Bengal,HOOGHLY,2013,Annual ,Potato,94759,881590,26.2,1701,79.8,8.9
West Bengal,HOOGHLY,2013,Annual ,Sugarcane,431,52531,26.2,1701,79.8,8.9
West Bengal,HOOGHLY,2013,Annual ,Turmeric,27,55,26.2,1701,79.8,8.9
West Bengal,HOOGHLY,2013,Winter     ,Rice,192915,556159,19.8,49,61.2,9.3
West Bengal,HOOGHLY,2014,Autumn     ,Rice,6265,19288,27.4,368,82,8.1
West Bengal,HOOGHLY,2014,Kharif     ,Jute,29040,510424,28.6,1362,81,8.6
West Bengal,HOOGHLY,2014,Kharif     ,Sannhamp,7,26,28.6,1362,81,8.6
West Bengal,HOOGHLY,2014,Kharif     ,Sunflower,162,184,28.6,1362,81,8.6
West Bengal,HOOGHLY,2014,Rabi       ,Groundnut,1754,3797,22.7,231,69.1,9.2
West Bengal,HOOGHLY,2014,Rabi       ,Horse-gram,1,1,22.7,231,69.1,9.2
West Bengal,HOOGHLY,2014,Rabi       ,Masoor,398,253,22.7,231,69.1,9.2
West Bengal,HOOGHLY,2014,Rabi       ,Moong(Green Gram),31,23,22.7,231,69.1,9.2
West Bengal,HOOGHLY,2014,Rabi       ,Peas & beans (Pulses),35,44,22.7,231,69.1,9.2
West Bengal,HOOGHLY,2014,Rabi       ,Potato,91290,3434459,22.7,231,69.1,9.2
West Bengal,HOOGHLY,2014,Rabi       ,Rapeseed &Mustard,11910,11483,22.7,231,69.1,9.2
West Bengal,HOOGHLY,2014,Rabi       ,Urad,18,14,22.7,231,69.1,9.2
West Bengal,HOOGHLY,2014,Rabi       ,Wheat,371,938,22.7,231,69.1,9.2
West Bengal,HOOGHLY,2014,Summer     ,Groundnut,10366,17021,30.2,253,66.4,9.6
West Bengal,HOOGHLY,2014,Summer     ,Maize,255,614,30.2,253,66.4,9.6
West Bengal,HOOGHLY,2014,Summer     ,Moong(Green Gram),64,41,30.2,253,66.4,9.6
West Bengal,HOOGHLY,2014,Summer     ,Rice,106439,313613,30.2,253,66.4,9.6
West Bengal,HOOGHLY,2014,Summer     ,Sesamum,26572,21704,30.2,253,66.4,9.6
West Bengal,HOOGHLY,2014,Annual ,Sugarcane,62,5152,26.4,1700,79.3,8.9
West Bengal,HOOGHLY,2014,Winter     ,Rice,187162,528433,19.6,43,61.2,9.6
West Bengal,HOOGHLY,2015,Autumn     ,Rice,4474,11555,27.1,345,81,8.1
West Bengal,HOOGHLY,2015,Kharif     ,Jute,26856,573241,29.4,1348,83.7,8
West Bengal,HOOGHLY,2015,Kharif     ,Moong(Green Gram),50,31,29.4,1348,83.7,8
West Bengal,HOOGHLY,2015,Kharif     ,Sannhamp,3,19,29.4,1348,83.7,8
West Bengal,HOOGHLY,2015,Kharif     ,Sunflower,40,65,29.4,1348,83.7,8
West Bengal,HOOGHLY,2015,Kharif     ,Urad,9,2,29.4,1348,83.7,8
West Bengal,HOOGHLY,2015,Rabi       ,Groundnut,480,749,22.4,201,69.4,9.2
West Bengal,HOOGHLY,2015,Rabi       ,Masoor,221,132,22.4,201,69.4,9.2
West Bengal,HOOGHLY,2015,Rabi       ,Moong(Green Gram),34,26,22.4,201,69.4,9.2
West Bengal,HOOGHLY,2015,Rabi       ,Peas & beans (Pulses),34,2,22.4,201,69.4,9.2
West Bengal,HOOGHLY,2015,Rabi       ,Potato,100409,3530571,22.4,201,69.4,9.2
West Bengal,HOOGHLY,2015,Rabi       ,Rapeseed &Mustard,11728,11408,22.4,201,69.4,9.2
West Bengal,HOOGHLY,2015,Rabi       ,Urad,23,17,22.4,201,69.4,9.2
West Bengal,HOOGHLY,2015,Rabi       ,Wheat,343,911,22.4,201,69.4,9.2
West Bengal,HOOGHLY,2015,Summer     ,Groundnut,10572,18512,31.2,259,66.9,9.4
West Bengal,HOOGHLY,2015,Summer     ,Maize,250,503,31.2,259,66.9,9.4
West Bengal,HOOGHLY,2015,Summer     ,Moong(Green Gram),10,7,31.2,259,66.9,9.4
West Bengal,HOOGHLY,2015,Summer     ,Rice,93120,299884,31.2,259,66.9,9.4
West Bengal,HOOGHLY,2015,Summer     ,Sesamum,29742,28677,31.2,259,66.9,9.4
West Bengal,HOOGHLY,2015,Annual ,Sugarcane,27,1028,26.1,1685,78.6,8.7
West Bengal,HOOGHLY,2015,Winter     ,Rice,194776,592723,18.1,42,60.2,9.1
West Bengal,HOOGHLY,2016,Autumn     ,Rice,7494,14387,26.4,357,65.9,9.8
West Bengal,HOOGHLY,2016,Kharif     ,Jute,26897,444494,28.1,1268,81,8.1
West Bengal,HOOGHLY,2016,Kharif     ,Sannhamp,6,27,28.1,1268,81,8.1
West Bengal,HOOGHLY,2016,Kharif     ,Sunflower,40,65,28.1,1268,81,8.1
West Bengal,HOOGHLY,2016,Kharif     ,Urad,7,2,28.1,1268,81,8.1
West Bengal,HOOGHLY,2016,Rabi       ,Groundnut,450,702,21.9,203,69.8,9.2
West Bengal,HOOGHLY,2016,Rabi       ,Masoor,1,1,21.9,203,69.8,9.2
West Bengal,HOOGHLY,2016,Rabi       ,Moong(Green Gram),65,47,21.9,203,69.8,9.2
West Bengal,HOOGHLY,2016,Rabi       ,Peas & beans (Pulses),110,130,21.9,203,69.8,9.2
West Bengal,HOOGHLY,2016,Rabi       ,Potato,94435,2439938,21.9,203,69.8,9.2
West Bengal,HOOGHLY,2016,Rabi       ,Rapeseed &Mustard,13755,11349,21.9,203,69.8,9.2
West Bengal,HOOGHLY,2016,Rabi       ,Urad,4,3,21.9,203,69.8,9.2
West Bengal,HOOGHLY,2016,Rabi       ,Wheat,158,381,21.9,203,69.8,9.2
West Bengal,HOOGHLY,2016,Summer     ,Groundnut,11467,22889,32.7,255,67,9.6
West Bengal,HOOGHLY,2016,Summer     ,Maize,250,505,32.7,255,67,9.6
West Bengal,HOOGHLY,2016,Summer     ,Moong(Green Gram),2,1,32.7,255,67,9.6
West Bengal,HOOGHLY,2016,Summer     ,Rice,78128,248816,32.7,255,67,9.6
West Bengal,HOOGHLY,2016,Summer     ,Sesamum,25488,24966,32.7,255,67,9.6
West Bengal,HOOGHLY,2016,Annual ,Sugarcane,57,8351,26.3,1628,79.4,8.9
West Bengal,HOOGHLY,2016,Winter     ,Rice,191578,543633,19.2,48,61.8,9.3
West Bengal,HOOGHLY,2017,Autumn     ,Rice,6089,15144,26.9,365,83.9,8.1
West Bengal,HOOGHLY,2017,Kharif     ,Jute,26665,526374,28.1,1326,82.3,8.4
West Bengal,HOOGHLY,2017,Kharif     ,Mesta,136,1699,28.1,1326,82.3,8.4
West Bengal,HOOGHLY,2017,Kharif     ,Sannhamp,1,5,28.1,1326,82.3,8.4
West Bengal,HOOGHLY,2017,Kharif     ,Sunflower,41,67,28.1,1326,82.3,8.4
West Bengal,HOOGHLY,2017,Kharif     ,Urad,3,1,28.1,1326,82.3,8.4
West Bengal,HOOGHLY,2017,Rabi       ,Groundnut,500,769,20.3,207,69,9.2
West Bengal,HOOGHLY,2017,Rabi       ,Masoor,4,4,20.3,207,69,9.2
West Bengal,HOOGHLY,2017,Rabi       ,Moong(Green Gram),43,32,20.3,207,69,9.2
West Bengal,HOOGHLY,2017,Rabi       ,Peas & beans (Pulses),212,229,20.3,207,69,9.2
West Bengal,HOOGHLY,2017,Rabi       ,Potato,100155,3246422,20.3,207,69,9.2
West Bengal,HOOGHLY,2017,Rabi       ,Rapeseed &Mustard,11122,10097,20.3,207,69,9.2
West Bengal,HOOGHLY,2017,Rabi       ,Urad,15,11,20.3,207,69,9.2
West Bengal,HOOGHLY,2017,Rabi       ,Wheat,99,252,20.3,207,69,9.2
West Bengal,HOOGHLY,2017,Summer     ,Groundnut,12761,29937,32.4,263,67.4,9.6
West Bengal,HOOGHLY,2017,Summer     ,Maize,220,443,32.4,263,67.4,9.6
West Bengal,HOOGHLY,2017,Summer     ,Moong(Green Gram),26,29,32.4,263,67.4,9.6
West Bengal,HOOGHLY,2017,Summer     ,Rice,82707,255782,32.4,263,67.4,9.6
West Bengal,HOOGHLY,2017,Summer     ,Sesamum,31716,30189,32.4,263,67.4,9.6
West Bengal,HOOGHLY,2017,Annual ,Sugarcane,1,141,26.1,1627,78,8.7
West Bengal,HOOGHLY,2017,Winter     ,Rice,184654,522117,17.9,43,61,9.3
West Bengal,HOOGHLY,2018,Autumn     ,Rice,5816,14343,27.3,381,85,8.1
West Bengal,HOOGHLY,2018,Kharif     ,Jute,19953,421854,28.4,1305,83,8.4
West Bengal,HOOGHLY,2018,Kharif     ,Mesta,131,1727,28.4,1305,83,8.4
West Bengal,HOOGHLY,2018,Kharif     ,Sunflower,25,39,28.4,1305,83,8.4
West Bengal,HOOGHLY,2018,Rabi       ,Arhar/Tur,101,126,23.2,208,69.4,9.2
West Bengal,HOOGHLY,2018,Rabi       ,Gram,28,35,23.2,208,69.4,9.2
West Bengal,HOOGHLY,2018,Rabi       ,Groundnut,477,740,23.2,208,69.4,9.2
West Bengal,HOOGHLY,2018,Rabi       ,Masoor,16,10,23.2,208,69.4,9.2
West Bengal,HOOGHLY,2018,Rabi       ,Moong(Green Gram),43,32,23.2,208,69.4,9.2
West Bengal,HOOGHLY,2018,Rabi       ,Peas & beans (Pulses),183,259,23.2,208,69.4,9.2
West Bengal,HOOGHLY,2018,Rabi       ,Potato,99830,2077513,23.2,208,69.4,9.2
West Bengal,HOOGHLY,2018,Rabi       ,Rapeseed &Mustard,13348,12048,23.2,208,69.4,9.2
West Bengal,HOOGHLY,2018,Rabi       ,Wheat,83,189,23.2,208,69.4,9.2
West Bengal,HOOGHLY,2018,Summer     ,Groundnut,13303,28735,31.3,277,67.9,9.6
West Bengal,HOOGHLY,2018,Summer     ,Maize,240,484,31.3,277,67.9,9.6
West Bengal,HOOGHLY,2018,Summer     ,Moong(Green Gram),20,23,31.3,277,67.9,9.6
West Bengal,HOOGHLY,2018,Summer     ,Rice,84241,248238,31.3,277,67.9,9.6
West Bengal,HOOGHLY,2018,Summer     ,Sesamum,32467,32462,31.3,277,67.9,9.6
